COD_INE	ID_REL	COD_GEO	COD_PROV	PROVINCIA	NOMBRE_ACTUAL	POBLACION_MUNI	SUPERFICIE	PERIMETRO	COD_INE_CAPITAL	CAPITAL	POBLACION_CAPITAL	HOJA_MTN25_ETRS89	LONGITUD_ETRS89	LATITUD_ETRS89	ORIGENCOOR	ALTITUD	ORIGENALTITUD
03026000000	1030263	03125	03	Alacant/Alicante	Beniarbeig	2092	740.3238	17593	03026000101	Beniarbeig	1997	0822-2	-0.00130364	38.82193219	Mapa	42	MDT5
03027000000	1030279	03130	03	Alacant/Alicante	Beniardá	232	1573.9453	21110	03027000101	Beniardá	176	0821-4	-0.21600764	38.68343356	Mapa	464	MDT5
03028000000	1030285	03135	03	Alacant/Alicante	Beniarrés	1118	2021.3756	20473	03028000101	Beniarrés	1078	0821-1	-0.37904234	38.82007885	Mapa	385	MDT5
03029000000	1030298	03140	03	Alacant/Alicante	Benigembla	490	1845.4265	17576	03029000101	Benigembla	279	0822-1	-0.10982699	38.75633514	Mapa	311	MDT5
03030000000	1030302	03145	03	Alacant/Alicante	Benidoleig	1095	748.4278	13133	03030000101	Benidoleig	669	0822-1	-0.03173239	38.791917	Mapa	124	MDT5
03031000000	1030319	03150	03	Alacant/Alicante	Benidorm	68721	3850.9874	39091	03031000102	Benidorm	67093	0848-3	-0.1306853	38.53427136	Mapa	11	MDT5
03032000000	1030324	03155	03	Alacant/Alicante	Benifallim	105	1368.8379	18200	03032000101	Benifallim	103	0847-1	-0.39922559	38.66273419	Mapa	738	MDT5
03033000000	1030330	03160	03	Alacant/Alicante	Benifato	140	1188.0505	15536	03033000101	Benifato	85	0821-4	-0.22888967	38.67369418	Mapa	663	MDT5
03034000000	1030345	03165	03	Alacant/Alicante	Benijófar	3322	435.9954	8848	03034000101	Benijófar	2210	0914-3	-0.73828051	38.0808408	Mapa	22	MDT5
03035000000	1030358	03170	03	Alacant/Alicante	Benilloba	724	953.8103	16495	03035000101	Benilloba	671	0821-3	-0.3908201	38.69955909	Mapa	521	MDT5
03036000000	1030361	03175	03	Alacant/Alicante	Benillup	97	337.8822	10655	03036000101	Benillup	94	0821-1	-0.3789958	38.75380301	Mapa	564	MDT5
03037000000	1030377	03180	03	Alacant/Alicante	Benimantell	483	3792.79	42148	03037000101	Benimantell	365	0821-4	-0.20984798	38.67659254	Mapa	546	MDT5
03038000000	1030383	03185	03	Alacant/Alicante	Benimarfull	409	556.3613	10384	03038000101	Benimarfull	366	0821-1	-0.39099875	38.77584801	Mapa	414	MDT5
03039000000	1030396	03190	03	Alacant/Alicante	Benimassot	106	951.2727	14024	03039000101	Benimassot	106	0821-4	-0.291855	38.74905825	Mapa	725	MDT5
03040000000	1030400	03195	03	Alacant/Alicante	Benimeli	418	350.4942	11959	03040000101	Benimeli	383	0822-1	-0.04146491	38.82296616	Mapa	93	MDT5
03041000000	1030417	03200	03	Alacant/Alicante	Benissa	11005	6970.7341	54032	03041000101	Benissa	7016	0822-4	0.05043358	38.7151969	Mapa	254	MDT5
03042000000	1030422	03205	03	Alacant/Alicante	Benitachell/el Poble Nou de Benitatxell	4276	1265.3812	16918	03042000102	Benitachell/el Poble Nou de Benitatxell	1772	0822-4	0.14459559	38.73292416	Mapa	163	MDT5
03043000000	1030438	03210	03	Alacant/Alicante	Biar	3671	9816.5159	40760	03043000101	Biar	3447	0846-1	-0.76597374	38.62996229	Mapa	697	MDT5
03044000000	1030443	03215	03	Alacant/Alicante	Bigastro	6733	409.8141	13443	03044000101	Bigastro	6728	0913-4	-0.89528476	38.06301558	Mapa	23	MDT5
03045000000	1030456	03220	03	Alacant/Alicante	Bolulla	420	1357.1512	16389	03045000101	Bolulla	273	0822-3	-0.11168494	38.67657681	Mapa	213	MDT5
03046000000	1030469	03225	03	Alacant/Alicante	Busot	2978	3384.1908	27619	03046000101	Busot	556	0872-1	-0.42050568	38.4819618	Mapa	312	MDT5
03047000000	1030475	03230	03	Alacant/Alicante	Calp	22725	2350.9119	28830	03047000101	Calp	12204	0848-2	0.04453809	38.64526261	Mapa	55	MDT5
03048000000	1030481	03235	03	Alacant/Alicante	Callosa d'en Sarrià	7373	3466.1654	30558	03048000102	Callosa d'en Sarrià	6546	0848-1	-0.12235041	38.65164066	Mapa	250	MDT5
03049000000	1030494	03240	03	Alacant/Alicante	Callosa de Segura	19038	2490.77	41368	03049000101	Callosa de Segura	17110	0913-2	-0.87933854	38.12258136	Mapa	20	MDT5
03050000000	1030507	03245	03	Alacant/Alicante	el Campello	28349	5526.7822	51303	03050000204	el Campello	15837	0872-1	-0.40086509	38.42754724	Mapa	26	MDT5
03051000000	1030514	03250	03	Alacant/Alicante	Campo de Mirra/el Camp de Mirra	415	2181.5853	26539	03051000101	Campo de Mirra/el Camp de Mirra	398	0820-3	-0.77925393	38.68719624	Mapa	585	MDT5
03052000000	1030529	03255	03	Alacant/Alicante	Cañada	1220	1932.4451	24508	03052000101	Cañada	1189	0820-3	-0.80952172	38.67518917	Mapa	556	MDT5
03053000000	1030535	03260	03	Alacant/Alicante	Castalla	10124	11459.9725	56120	03053000101	Castalla	8554	0846-2	-0.67026538	38.59657643	Mapa	669	MDT5
03054000000	1030540	03265	03	Alacant/Alicante	Castell de Castells	449	4592.67	28244	03054000101	Castell de Castells	403	0821-4	-0.19391054	38.72499704	Mapa	549	MDT5
03055000000	1030553	03270	03	Alacant/Alicante	Catral	8639	2002.31	20330	03055000102	Catral	7059	0914-1	-0.80464175	38.15964959	Mapa	8	MDT5
03056000000	1030566	03275	03	Alacant/Alicante	Cocentaina	11511	5294.4709	38405	03056000401	Cocentaina	9723	0821-3	-0.44022067	38.74541202	Mapa	433	MDT5
03057000000	1030572	03280	03	Alacant/Alicante	Confrides	187	3998.3328	30719	03057000201	Confrides	90	0821-4	-0.26810894	38.68353731	Mapa	780	MDT5
03058000000	1030588	03285	03	Alacant/Alicante	Cox	7297	1670.97	35761	03058000201	Cox	7189	0913-2	-0.88437585	38.13972138	Mapa	16	MDT5
03059000000	1030591	03290	03	Alacant/Alicante	Crevillent	28952	10455.01	51135	03059000202	Crevillent	23815	0893-3	-0.80855322	38.24881414	Mapa	129	MDT5
03060000000	1030605	03295	03	Alacant/Alicante	Quatretondeta	122	1670.4812	18277	03060000101	Quatretondeta	120	0821-4	-0.31641906	38.72386675	Mapa	620	MDT5
03061000000	1030612	03300	03	Alacant/Alicante	Daya Nueva	1737	709.3467	11032	03061000101	Daya Nueva	1570	0914-1	-0.76103525	38.11371672	Mapa	8	MDT5
03062000000	1030627	03305	03	Alacant/Alicante	Daya Vieja	690	314.2879	7310	03062000101	Daya Vieja	545	0914-1	-0.73805702	38.1047248	Mapa	6	MDT5
03063000000	1030633	03310	03	Alacant/Alicante	Dénia	42166	6617.916	86143	03063000101	Dénia	25343	0796-4	0.10661934	38.84122705	Mapa	13	MDT5
03064000000	1030648	03315	03	Alacant/Alicante	Dolores	7470	1870.1083	21304	03064000101	Dolores	6266	0914-1	-0.76969869	38.13897736	Mapa	4	MDT5
03065000000	1030651	03320	03	Alacant/Alicante	Elche/Elx	232517	32650.14	91867	03065001101	Elche/Elx	190696	0893-1	-0.69775581	38.26741662	Mapa	82	MDT5
03066000000	1030664	03325	03	Alacant/Alicante	Elda	52618	4578.8813	30557	03066000101	Elda	51188	0871-1	-0.79611046	38.47878894	Mapa	395	MDT5
03067000000	1030670	03330	03	Alacant/Alicante	Facheca	106	1017.479	15760	03067000101	Facheca	104	0821-4	-0.26771337	38.73467536	Mapa	769	MDT5
03068000000	1030686	03335	03	Alacant/Alicante	Famorca	47	972.4032	12929	03068000101	Famorca	47	0821-4	-0.24604552	38.73219338	Mapa	684	MDT5
03069000000	1030699	03340	03	Alacant/Alicante	Finestrat	6715	4225.3968	29962	03069000202	Finestrat	1942	0847-4	-0.2117688	38.56697349	Mapa	264	MDT5
03070000000	1030703	03345	03	Alacant/Alicante	Formentera del Segura	4191	433.1745	12939	03070000201	Formentera del Segura	2662	0914-3	-0.74649853	38.08423377	Mapa	8	MDT5
03071000000	1030710	03350	03	Alacant/Alicante	Gata de Gorgos	6049	2033.1876	20037	03071000101	Gata de Gorgos	4884	0822-2	0.08427495	38.7732101	Mapa	79	MDT5
03072000000	1030725	03355	03	Alacant/Alicante	Gaianes	452	957.1426	12485	03072000101	Gaianes	278	0821-1	-0.40755768	38.81311114	Mapa	420	MDT5
03073000000	1030731	03360	03	Alacant/Alicante	Gorga	249	910.6836	18983	03073000101	Gorga	224	0821-3	-0.35671735	38.71833445	Mapa	542	MDT5
03074000000	1030746	03365	03	Alacant/Alicante	Granja de Rocamora	2580	716.89	41219	03074000101	Granja de Rocamora	2523	0913-2	-0.89001674	38.15262779	Mapa	17	MDT5
03075000000	1030759	03370	03	Alacant/Alicante	el Castell de Guadalest	217	1596.02	21929	03075000101	el Castell de Guadalest	144	0821-4	-0.19735239	38.67694213	Mapa	571	MDT5
03076000000	1030762	03375	03	Alacant/Alicante	Guardamar del Segura	15348	3393.72	33048	03076000103	Guardamar del Segura	12039	0914-2	-0.65477035	38.08988071	Mapa	27	MDT5
03077000000	1030778	03380	03	Alacant/Alicante	el Fondó de les Neus/Hondón de las Nieves	2544	6885.1772	36777	03077000201	el Fondó de les Neus/Hondón de las Nieves	1200	0892-2	-0.85486637	38.30855695	Mapa	367	MDT5
03078000000	1030784	03385	03	Alacant/Alicante	Hondón de los Frailes	1198	1254.5898	14915	03078000101	Hondón de los Frailes	515	0892-2	-0.92699487	38.27358559	Mapa	413	MDT5
03079000000	1030797	03390	03	Alacant/Alicante	Ibi	23489	6252.4351	30903	03079000101	Ibi	22898	0846-2	-0.57466482	38.62745682	Mapa	754	MDT5
03080000000	1030801	03395	03	Alacant/Alicante	Jacarilla	2022	1220.4205	18436	03080000101	Jacarilla	1889	0913-4	-0.86635637	38.06070041	Mapa	25	MDT5
03081000000	1030818	03400	03	Alacant/Alicante	Xaló	2739	3458.6303	31489	03081000101	Xaló	1748	0822-4	-0.01192072	38.74069906	Mapa	188	MDT5
03082000000	1030823	03405	03	Alacant/Alicante	Jávea/Xàbia	27604	6859.0349	52582	03082000214	Jávea/Xàbia	12717	0823-1	0.16340067	38.78925837	Mapa	48	MDT5
03083000000	1030839	03410	03	Alacant/Alicante	Jijona/Xixona	6865	16376.0691	68034	03083000101	Jijona/Xixona	6444	0847-3	-0.50791278	38.53902509	Mapa	462	MDT5
03084000000	1030844	03415	03	Alacant/Alicante	Lorcha/l'Orxa	578	3176.4696	24599	03084000101	Lorcha/l'Orxa	542	0795-4	-0.31125116	38.84403413	Mapa	267	MDT5
03085000000	1030857	03420	03	Alacant/Alicante	Llíber	935	2193.274	26922	03085000101	Llíber	346	0822-4	0.006304	38.74347137	Mapa	191	MDT5
03086000000	1030860	03425	03	Alacant/Alicante	Millena	237	977.3401	16190	03086000101	Millena	113	0821-3	-0.36337482	38.73087323	Mapa	635	MDT5
03088000000	1030882	03430	03	Alacant/Alicante	Monforte del Cid	8165	7952.2261	49689	03088000301	Monforte del Cid	6208	0871-3	-0.72989187	38.37928097	Mapa	228	MDT5
03089000000	1030895	03435	03	Alacant/Alicante	Monóvar/Monòver	12167	15235.6842	54964	03089000401	Monóvar/Monòver	9927	0871-1	-0.83780533	38.43721579	Mapa	390	MDT5
03090000000	1030909	03440	03	Alacant/Alicante	Mutxamel	25352	4765.3187	34880	03090000114	Mutxamel	14409	0872-3	-0.44522331	38.41368396	Mapa	63	MDT5
03091000000	1030916	03445	03	Alacant/Alicante	Murla	470	581.336	11828	03091000101	Murla	267	0822-1	-0.08306874	38.75958883	Mapa	283	MDT5
03092000000	1030921	03450	03	Alacant/Alicante	Muro de Alcoy	9324	3024.3942	31128	03092000401	Muro de Alcoy	8122	0821-1	-0.4357044	38.77998192	Mapa	391	MDT5
03093000000	1030937	03455	03	Alacant/Alicante	Novelda	25651	7572.424	42521	03093000202	Novelda	23403	0871-3	-0.76539782	38.38606382	Mapa	241	MDT5
03094000000	1030942	03460	03	Alacant/Alicante	la Nucia	18603	2136.1299	30865	03094000103	la Nucia	5289	0848-1	-0.12289748	38.61761623	Mapa	216	MDT5
03095000000	1030955	03465	03	Alacant/Alicante	Ondara	6894	1041.3359	20045	03095000101	Ondara	6209	0822-2	0.01764367	38.82692459	Mapa	36	MDT5
03096000000	1030968	03470	03	Alacant/Alicante	Onil	7507	4841.0481	33675	03096000101	Onil	7116	0846-2	-0.6740463	38.62952092	Mapa	701	MDT5
03097000000	1030974	03475	03	Alacant/Alicante	Orba	2174	1772.9579	26196	03097000304	Orba	1118	0822-1	-0.06371253	38.78039233	Mapa	154	MDT5
03098000000	1030980	03480	03	Alacant/Alicante	Orxeta	736	2406.2327	30104	03098000102	Orxeta	482	0847-4	-0.2618598	38.56400384	Mapa	176	MDT5
03099000000	1030993	03485	03	Alacant/Alicante	Orihuela	77414	36536.33	234084	03099002102	Orihuela	31591	0913-2	-0.94664572	38.08574117	Mapa	25	MDT5
03100000000	1031007	03490	03	Alacant/Alicante	Parcent	929	1177.04	15015	03100000101	Parcent	630	0822-3	-0.06446788	38.74571695	Mapa	290	MDT5
03101000000	1031014	03495	03	Alacant/Alicante	Pedreguer	7699	2958.2241	24883	03101000104	Pedreguer	5552	0822-2	0.03432468	38.7935383	Mapa	85	MDT5
03102000000	1031029	03500	03	Alacant/Alicante	Pego	10128	5284.6658	33677	03102000102	Pego	9302	0796-3	-0.11803172	38.84201714	Mapa	82	MDT5
03103000000	1031035	03505	03	Alacant/Alicante	Penàguila	292	4992.4963	47903	03103000101	Penàguila	245	0821-3	-0.35881625	38.67944195	Mapa	682	MDT5
03104000000	1031040	03510	03	Alacant/Alicante	Petrer	34276	10409.0751	43769	03104000103	Petrer	29321	0871-1	-0.76953712	38.48480043	Mapa	465	MDT5
03105000000	1031053	03515	03	Alacant/Alicante	el Pinós/Pinoso	7966	12646.02	59560	03105000801	el Pinós/Pinoso	6745	0870-3	-1.04195399	38.40441177	Mapa	591	MDT5
03106000000	1031066	03520	03	Alacant/Alicante	Planes	693	3886.7596	27974	03106000401	Planes	535	0821-2	-0.34478535	38.78583429	Mapa	451	MDT5
03107000000	1031072	03525	03	Alacant/Alicante	Polop	4965	2255.93	22516	03107000201	Polop	3526	0848-1	-0.12654723	38.62255314	Mapa	239	MDT5
03109000000	1031091	03530	03	Alacant/Alicante	Rafal	4498	157.02	6583	03109000101	Rafal	4445	0914-1	-0.84889051	38.10480713	Mapa	13	MDT5
03110000000	1031105	03535	03	Alacant/Alicante	el Ràfol d'Almúnia	653	487.7576	12870	03110000101	el Ràfol d'Almúnia	389	0822-1	-0.05280018	38.82066727	Mapa	87	MDT5
03111000000	1031112	03540	03	Alacant/Alicante	Redován	7869	944.7868	22932	03111000102	Redován	6961	0913-2	-0.90524865	38.1140353	Mapa	28	MDT5
03112000000	1031127	03545	03	Alacant/Alicante	Relleu	1160	7687.2352	40730	03112000101	Relleu	638	0847-2	-0.31086389	38.58727823	Mapa	435	MDT5
03113000000	1031133	03550	03	Alacant/Alicante	Rojales	16963	2772.86	37034	03113000103	Rojales	4894	0914-1	-0.7231866	38.08892037	Mapa	8	MDT5
03114000000	1031148	03555	03	Alacant/Alicante	la Romana	2434	4329.3741	31883	03114000102	la Romana	1546	0870-4	-0.8960138	38.36742371	Mapa	419	MDT5
03115000000	1031151	03560	03	Alacant/Alicante	Sagra	408	561.9059	11673	03115000101	Sagra	395	0822-1	-0.06512199	38.81142807	Mapa	103	MDT5
03116000000	1031164	03565	03	Alacant/Alicante	Salinas	1601	6171.1716	32115	03116000101	Salinas	1281	0845-4	-0.91278122	38.52006995	Mapa	493	MDT5
03117000000	1031170	03590	03	Alacant/Alicante	Sanet y Negrals	667	394.1625	8049	03117000101	Sanet y Negrals	471	0822-1	-0.03373355	38.81916633	Mapa	83	MDT5
03118000000	1031186	03570	03	Alacant/Alicante	San Fulgencio	7855	2070.11	20939	03118000203	San Fulgencio	1370	0914-1	-0.71879025	38.11222765	Mapa	4	MDT5
03119000000	1031199	03575	03	Alacant/Alicante	Sant Joan d'Alacant	23915	963.8765	13854	03119000108	Sant Joan d'Alacant	21042	0872-3	-0.43660694	38.40151192	Mapa	40	MDT5
03120000000	1031203	03580	03	Alacant/Alicante	San Miguel de Salinas	6034	5484.62	29622	03120000103	San Miguel de Salinas	3765	0935-1	-0.78930554	37.97713811	Mapa	87	MDT5
03121000000	1031210	03595	03	Alacant/Alicante	Santa Pola	32306	5816.0985	43087	03121000106	Santa Pola	22938	0893-4	-0.55528061	38.1931155	Mapa	4	MDT5
03122000000	1031225	03585	03	Alacant/Alicante	San Vicente del Raspeig/Sant Vicent del Raspeig	58385	4055.084	38579	03122000605	San Vicente del Raspeig/Sant Vicent del Raspeig	53472	0871-4	-0.52499072	38.39613348	Mapa	107	MDT5
03123000000	1031231	03600	03	Alacant/Alicante	Sax	9845	6348.3656	31468	03123000101	Sax	8739	0846-3	-0.81692328	38.53849557	Mapa	473	MDT5
03124000000	1031246	03605	03	Alacant/Alicante	Sella	580	3872.053	29382	03124000101	Sella	481	0847-2	-0.27218087	38.60812245	Mapa	412	MDT5
03125000000	1031259	03610	03	Alacant/Alicante	Senija	584	478.6374	11096	03125000102	Senija	366	0822-4	0.04175328	38.72826598	Mapa	231	MDT5
03127000000	1031278	03620	03	Alacant/Alicante	Tàrbena	646	3167.0038	28630	03127000101	Tàrbena	467	0822-3	-0.1019394	38.69363337	Mapa	559	MDT5
03128000000	1031284	03625	03	Alacant/Alicante	Teulada	11112	3225	30407	03128000215	Teulada	4277	0822-4	0.10231946	38.72911733	Mapa	183	MDT5
03129000000	1031297	03630	03	Alacant/Alicante	Tibi	1614	7038.2694	35711	03129000103	Tibi	970	0846-4	-0.57799241	38.53125236	Mapa	517	MDT5
03130000000	1031301	03635	03	Alacant/Alicante	Tollos	57	1597.312	19407	03130000101	Tollos	57	0821-2	-0.27417974	38.75700785	Mapa	776	MDT5
03131000000	1031318	03640	03	Alacant/Alicante	Tormos	340	536	14453	03131000101	Tormos	280	0822-1	-0.0723226	38.80205024	Mapa	129	MDT5
03132000000	1031323	03645	03	Alacant/Alicante	Torremanzanas/la Torre de les Maçanes	661	3647.9641	29931	03132000101	Torremanzanas/la Torre de les Maçanes	528	0847-1	-0.41885176	38.60676744	Mapa	791	MDT5
03133000000	1031339	03650	03	Alacant/Alicante	Torrevieja	83337	7176.02	47324	03133000206	Torrevieja	61444	0935-2	-0.68302608	37.97775873	Mapa	7	MDT5
03134000000	1031344	03655	03	Alacant/Alicante	la Vall d'Alcalà	167	2285.0561	24552	03134000101	Alcalà de la Jovada	110	0821-2	-0.25201489	38.79456237	Mapa	639	MDT5
03135000000	1031357	03660	03	Alacant/Alicante	la Vall d'Ebo	216	3242.5432	24069	03135000101	la Vall d'Ebo	201	0822-1	-0.15985139	38.80574426	Mapa	392	MDT5
03136000000	1031360	03665	03	Alacant/Alicante	Vall de Gallinera	571	5363.2909	36163	03136000101	Benialí	130	0821-2	-0.22174105	38.82200923	Mapa	293	MDT5
03137000000	1031376	03670	03	Alacant/Alicante	la Vall de Laguar	846	2305.4272	24361	03137000001	la Vall de Laguar	0	0822-1	-0.10944662	38.77743427	Mapa	439	MDT5
03138000000	1031382	03675	03	Alacant/Alicante	el Verger	4640	815.895	13551	03138000101	el Verger	4108	0796-4	0.01012098	38.84290338	Mapa	21	MDT5
03139000000	1031395	03680	03	Alacant/Alicante	Villajoyosa/la Vila Joiosa	34673	5924.8127	41201	03139000401	Villajoyosa/la Vila Joiosa	21854	0847-4	-0.2319288	38.50545611	Mapa	16	MDT5
03140000000	1031409	03685	03	Alacant/Alicante	Villena	33964	34538.21	96744	03140000510	Villena	31984	0845-2	-0.86138343	38.62963811	Mapa	503	MDT5
03901000000	1039016	03615	03	Alacant/Alicante	els Poblets	2705	362.0743	8537	03901000301	Setla	382	0796-4	0.01680187	38.85116436	Mapa	13	MDT5
03902000000	1039021	03512	03	Alacant/Alicante	Pilar de la Horadada	21905	7781.26	47092	03902000103	Pilar de la Horadada	14157	0935-3	-0.79242783	37.86372554	Mapa	32	MDT5
03903000000	1039037	03437	03	Alacant/Alicante	Los Montesinos	4968	1499.03	21321	03903000101	Los Montesinos	4528	0914-3	-0.74364774	38.02749921	Mapa	19	MDT5
03904000000	1039042	03572	03	Alacant/Alicante	San Isidro	1986	1169.884	15948	03904000101	San Isidro	1948	0893-3	-0.83836588	38.17123285	Mapa	10	MDT5
04001000000	1040010	04005	04	Almería	Abla	1249	4524.4244	46589	04001000101	Abla	1183	1029-1	-2.77953953	37.1412099	Mapa	853	MDT5
04002000000	1040025	04010	04	Almería	Abrucena	1202	8367.747	58614	04002000101	Abrucena	1073	1029-1	-2.7974669	37.13218285	Mapa	986	MDT5
04003000000	1040031	04015	04	Almería	Adra	25148	8969.45	51619	04003000101	Adra	20069	1057-1	-3.02330257	36.74868325	Mapa	14	MDT5
04004000000	1040046	04020	04	Almería	Albanchez	741	3491.3	26860	04004000101	Albanchez	631	1014-1	-2.18135854	37.28686167	Mapa	487	MDT5
04005000000	1040059	04025	04	Almería	Alboloduy	616	6973.4477	47842	04005000101	Alboloduy	581	1029-4	-2.62168571	37.03339629	Mapa	381	MDT5
04006000000	1040062	04030	04	Almería	Albox	11805	16827.6	61380	04006000101	Albox	8268	0996-3	-2.14799133	37.38850758	Mapa	420	MDT5
04007000000	1040078	04035	04	Almería	Alcolea	825	6751.6723	47344	04007000101	Alcolea	689	1043-2	-2.96066637	36.97361957	Mapa	746	MDT5
04008000000	1040084	04040	04	Almería	Alcóntar	505	9390.6745	59358	04008000101	Alcóntar	118	0994-4	-2.59756879	37.33611796	Mapa	955	MDT5
04009000000	1040097	04045	04	Almería	Alcudia de Monteagud	152	1552.04	22484	04009000101	Alcudia de Monteagud	148	1013-4	-2.26678969	37.23587193	Mapa	1025	MDT5
04010000000	1040101	04050	04	Almería	Alhabia	671	1639.4593	18386	04010000101	Alhabia	617	1044-2	-2.58702093	36.98991242	Mapa	290	MDT5
04011000000	1040118	04055	04	Almería	Alhama de Almería	3641	2624.375	25588	04011000101	Alhama de Almería	3300	1044-2	-2.56977648	36.95718281	Mapa	520	MDT5
04012000000	1040123	04060	04	Almería	Alicún	206	587.3104	14336	04012000101	Alicún	198	1044-2	-2.60215517	36.96671607	Mapa	414	MDT5
04013000000	1040139	04001	04	Almería	Almería	198533	29572.44	127373	04013000101	Almería	167506	1045-3	-2.46413188	36.83892362	Mapa	16	MDT5
04014000000	1040144	04065	04	Almería	Almócita	169	3082.5201	39310	04014000101	Almócita	167	1029-3	-2.78984397	37.00274251	Mapa	835	MDT5
04015000000	1040157	04070	04	Almería	Alsodux	125	2010.2293	32083	04015000101	Alsodux	90	1029-4	-2.59464638	37.00135999	Mapa	309	MDT5
04016000000	1040160	04075	04	Almería	Antas	3182	9973.47	42414	04016000201	Antas	1805	1014-4	-1.91715315	37.24459175	Mapa	108	MDT5
04017000000	1040176	04080	04	Almería	Arboleas	4596	6614.36	46628	04017000101	Arboleas	770	0996-3	-2.0754646	37.35116011	Mapa	270	MDT5
04018000000	1040182	04085	04	Almería	Armuña de Almanzora	302	772.17	15299	04018000101	Armuña de Almanzora	280	0995-3	-2.41135555	37.34982202	Mapa	630	MDT5
04019000000	1040195	04090	04	Almería	Bacares	246	9452.09	39976	04019000101	Bacares	245	1013-1	-2.45318749	37.26120059	Mapa	1209	MDT5
04020000000	1040209	04095	04	Almería	Bayárcal	317	3802.3734	35027	04020000101	Bayárcal	307	1028-4	-2.99562617	37.03018267	Mapa	1252	MDT5
04021000000	1040216	04100	04	Almería	Bayarque	215	2636.08	28909	04021000101	Bayarque	202	1013-1	-2.43594364	37.33068864	Mapa	817	MDT5
04022000000	1040221	04105	04	Almería	Bédar	971	4672.13	33619	04022000201	Bédar	350	1014-4	-1.98182232	37.19030833	Mapa	401	MDT5
04023000000	1040237	04110	04	Almería	Beires	110	3883.4832	37726	04023000101	Beires	110	1029-3	-2.79152516	37.01264326	Mapa	934	MDT5
04024000000	1040242	04115	04	Almería	Benahadux	4382	1661.5387	18999	04024000101	Benahadux	4107	1045-1	-2.455766	36.925792	Investigación	115	Investigación
