COD_INE	ID_REL	COD_GEO	COD_PROV	PROVINCIA	NOMBRE_ACTUAL	POBLACION_MUNI	SUPERFICIE	PERIMETRO	COD_INE_CAPITAL	CAPITAL	POBLACION_CAPITAL	HOJA_MTN25_ETRS89	LONGITUD_ETRS89	LATITUD_ETRS89	ORIGENCOOR	ALTITUD	ORIGENALTITUD
06141000000	1061417	06700	06	Badajoz	Valencia del Ventoso	1973	9919.0924	63024	06141000201	Valencia del Ventoso	1942	0876-1	-6.47398252	38.26634201	Mapa	493	MDT5
06142000000	1061422	06705	06	Badajoz	Valverde de Burguillos	273	1941.1468	28817	06142000101	Valverde de Burguillos	273	0875-2	-6.53755107	38.32810904	Mapa	415	MDT5
06143000000	1061438	06710	06	Badajoz	Valverde de Leganés	4159	7298.4622	38227	06143000101	Valverde de Leganés	4042	0801-4	-6.98171271	38.67237586	Mapa	289	MDT5
06144000000	1061443	06715	06	Badajoz	Valverde de Llerena	585	4122.2967	40069	06144000101	Valverde de Llerena	585	0878-3	-5.82101098	38.21406166	Mapa	581	MDT5
06145000000	1061456	06720	06	Badajoz	Valverde de Mérida	1055	5164.891	31477	06145000101	Valverde de Mérida	1013	0777-4	-6.22022833	38.9113823	Mapa	266	MDT5
06146000000	1061469	06725	06	Badajoz	Valle de la Serena	1191	12526.2109	68148	06146000101	Valle de la Serena	1170	0805-3	-5.79881484	38.70173619	Mapa	421	MDT5
06147000000	1061475	06730	06	Badajoz	Valle de Matamoros	367	489.6222	10017	06147000101	Valle de Matamoros	365	0853-3	-6.80361045	38.37894799	Mapa	608	MDT5
06148000000	1061481	06735	06	Badajoz	Valle de Santa Ana	1139	373.436	14597	06148000101	Valle de Santa Ana	1133	0853-3	-6.78986116	38.36772345	Mapa	504	MDT5
06149000000	1061494	06740	06	Badajoz	Villafranca de los Barros	12835	10441.9209	48823	06149000301	Villafranca de los Barros	12750	0829-4	-6.33990452	38.56115283	Mapa	409	MDT5
06150000000	1061507	06745	06	Badajoz	Villagarcía de la Torre	907	6747.4933	37191	06150000101	Villagarcía de la Torre	883	0877-1	-6.07950624	38.2928097	Mapa	590	MDT5
06151000000	1061514	06750	06	Badajoz	Villagonzalo	1234	4081.68	48979	06151000101	Villagonzalo	1233	0777-4	-6.19762595	38.86306603	Mapa	236	MDT5
06152000000	1061529	06755	06	Badajoz	Villalba de los Barros	1477	9083.8695	50749	06152000101	Villalba de los Barros	1466	0829-1	-6.50930221	38.61320353	Mapa	306	MDT5
06153000000	1061535	06760	06	Badajoz	Villanueva de la Serena	25667	15285.8192	62556	06153000501	Villanueva de la Serena	21903	0779-1	-5.79980751	38.97390781	Mapa	293	MDT5
06154000000	1061540	06765	06	Badajoz	Villanueva del Fresno	3397	36017.6591	107051	06154000101	Villanueva del Fresno	3285	0852-3	-7.16667588	38.37502925	Mapa	257	MDT5
06155000000	1061553	06775	06	Badajoz	Villar del Rey	2117	9887.4602	53296	06155000101	Villar del Rey	2051	0751-1	-6.84779951	39.13265205	Mapa	247	MDT5
06156000000	1061566	06770	06	Badajoz	Villar de Rena	1379	8238.8616	43937	06156000401	Villar de Rena	497	0754-3	-5.81199075	39.07722738	Mapa	269	MDT5
06157000000	1061572	06780	06	Badajoz	Villarta de los Montes	437	12335.76	59630	06157000101	Villarta de los Montes	437	0734-3	-4.79208457	39.21369919	Mapa	542	MDT5
06158000000	1061588	06785	06	Badajoz	Zafra	16797	6260.1338	42551	06158000501	Zafra	16528	0854-1	-6.4193056	38.42617898	Mapa	507	MDT5
06159000000	1061591	06790	06	Badajoz	Zahínos	2803	4588.72	51893	06159000101	Zahínos	2802	0874-2	-6.95354061	38.33073479	Mapa	345	MDT5
06160000000	1061605	06795	06	Badajoz	Zalamea de la Serena	3555	24570.2313	120870	06160000201	Zalamea de la Serena	3474	0831-2	-5.66080875	38.65012696	Mapa	486	MDT5
06161000000	1061612	06800	06	Badajoz	Zarza-Capilla	311	9201.1535	46534	06161000101	Zarza-Capilla	308	0807-1	-5.15511609	38.80686554	Mapa	606	MDT5
06162000000	1061627	06805	06	Badajoz	La Zarza	3472	6318.607	57317	06162000101	La Zarza	3463	0428-1	-6.21684207	38.8179844	Mapa	297	MDT5
06901000000	1069017	06682	06	Badajoz	Valdelacalzada	2711	3179.1288	26343	06901000101	Valdelacalzada	2662	0776-3	-6.70034284	38.88958069	Mapa	184	MDT5
06902000000	1069022	06537	06	Badajoz	Pueblonuevo del Guadiana	2021	2854.8814	33425	06902000101	Pueblonuevo del Guadiana	2016	0776-1	-6.75618834	38.92283324	Mapa	181	MDT5
06903000000	1069038	06292	06	Badajoz	Guadiana	2485	3005.4842	25173	06903000101	Guadiana	2466	0776-1	-6.690886645	38.92856717	Investigación	190	Investigación
07001000000	1070012	07010	07	Illes Balears	Alaró	5572	4572.1699	41548	07001000101	Alaró	4722	0670-4	2.78929422	39.70531287	Mapa	224	MDT5
07002000000	1070027	07020	07	Illes Balears	Alaior	9065	10986.396	61726	07002000101	Alaior	6798	0646-2	4.13954133	39.93484767	Mapa	129	MDT5
07003000000	1070033	07030	07	Illes Balears	Alcúdia	20241	6001.7154	60229	07003000101	Alcúdia	7114	0644-4	3.12052167	39.85133232	Mapa	15	MDT5
07004000000	1070048	07040	07	Illes Balears	Algaida	5642	8977.5209	42912	07004000101	Algaida	3101	0699-3	2.89590963	39.55960002	Mapa	194	MDT5
07005000000	1070051	07050	07	Illes Balears	Andratx	11271	8145.5403	72906	07005000101	Andratx	7272	0697-4	2.42166738	39.57698567	Mapa	99	MDT5
07006000000	1070064	07060	07	Illes Balears	Artà	7845	13979.3277	69865	07006000101	Artà	6176	0672-4	3.35420478	39.6959618	Mapa	143	MDT5
07007000000	1070070	07070	07	Illes Balears	Banyalbufar	515	1805.6886	23443	07007000101	Banyalbufar	367	0670-3	2.51404544	39.68725234	Mapa	109	MDT5
07008000000	1070086	07080	07	Illes Balears	Binissalem	8567	2977.2138	26223	07008000201	Binissalem	7109	0671-3	2.84218549	39.68898957	Mapa	136	MDT5
07009000000	1070099	07090	07	Illes Balears	Búger	1050	828.786	17954	07009000101	Búger	769	0671-2	2.9855715	39.7590053	Mapa	102	MDT5
07010000000	1070103	07100	07	Illes Balears	Bunyola	6809	8469.7267	52506	07010000201	Bunyola	2405	0670-4	2.69938561	39.69606038	Mapa	214	MDT5
07011000000	1070110	07110	07	Illes Balears	Calvià	50559	14502.2257	112961	07011000301	Calvià	2282	0698-3	2.50248281	39.5658892	Mapa	109	MDT5
07012000000	1070125	07120	07	Illes Balears	Campanet	2640	3465.224	31351	07012000101	Campanet	2263	0671-1	2.96607993	39.77486818	Mapa	130	MDT5
07013000000	1070131	07130	07	Illes Balears	Campos	10862	14969.2585	58147	07013000101	Campos	8594	0724-2	3.01814674	39.43054249	Mapa	22	MDT5
07014000000	1070146	07140	07	Illes Balears	Capdepera	11868	5491.8208	51523	07014000201	Capdepera	3349	0672-4	3.43335832	39.70272083	Mapa	98	MDT5
07015000000	1070159	07150	07	Illes Balears	Ciutadella de Menorca	29840	18634.209	98643	07015000301	Ciutadella	22387	0618-3	3.83794037	40.00191941	Mapa	19	MDT5
07016000000	1070162	07160	07	Illes Balears	Consell	4053	1370.2117	16510	07016000101	Consell	3497	0670-4	2.8139355	39.66870194	Mapa	152	MDT5
07017000000	1070178	07170	07	Illes Balears	Costitx	1288	1536.6492	21779	07017000101	Costitx	742	0699-1	2.95035295	39.65741566	Mapa	138	MDT5
07018000000	1070184	07180	07	Illes Balears	Deià	617	1520.553	21803	07018000101	Deià	451	0670-3	2.64671196	39.74902676	Mapa	201	MDT5
07019000000	1070197	07190	07	Illes Balears	Escorca	212	13938.7221	79582	07019000301	Lluc	40	0671-1	2.88475312	39.82311033	Mapa	481	MDT5
07020000000	1070201	07200	07	Illes Balears	Esporles	5062	3529.3433	34272	07020000201	Esporles	3948	0698-1	2.57938287	39.66685542	Mapa	178	MDT5
07021000000	1070218	07210	07	Illes Balears	Estellencs	315	1343.9483	20712	07021000101	Estellencs	193	0698-1	2.48208552	39.65367759	Mapa	140	MDT5
07022000000	1070223	07220	07	Illes Balears	Felanitx	17780	16979.4354	85985	07022000301	Felanitx	9803	0725-1	3.14917515	39.46872493	Mapa	110	MDT5
07023000000	1070239	07230	07	Illes Balears	Ferreries	4777	6608.9395	52132	07023000101	Ferreries	4461	0646-2	4.00760611	39.98257652	Mapa	138	MDT5
07024000000	1070244	07240	07	Illes Balears	Formentera	12111	8324.3272	105780	07024000701	San Francisco Javier	1415	0824-4	1.4281037	38.7053186	Mapa	40	MDT5
07025000000	1070257	07250	07	Illes Balears	Fornalutx	660	1948.9994	22173	07025000101	Fornalutx	467	0670-2	2.74130906	39.78221695	Mapa	143	MDT5
07026000000	1070260	07260	07	Illes Balears	Eivissa	49783	1114.4405	37320	07026000101	Eivissa	49556	0798-4	1.43622903	38.90666947	Mapa	81	MDT5
07027000000	1070276	07270	07	Illes Balears	Inca	33319	5833.8377	37418	07027000101	Inca	30892	0671-3	2.91196747	39.72118528	Mapa	118	MDT5
07028000000	1070282	07280	07	Illes Balears	Lloret de Vistalegre	1372	1744.1085	22045	07028000101	Lloret de Vistalegre	853	0699-1	2.97531312	39.61804799	Mapa	168	MDT5
07029000000	1070295	07290	07	Illes Balears	Lloseta	5988	1209.8884	21169	07029000101	Lloseta	5285	0671-3	2.86747096	39.71897118	Mapa	159	MDT5
07030000000	1070309	07300	07	Illes Balears	Llubí	2273	3492.0697	27364	07030000101	Llubí	1975	0671-4	3.00508565	39.70079115	Mapa	71	MDT5
07031000000	1070316	07310	07	Illes Balears	Llucmajor	36914	32733.0344	92531	07031000301	Llucmajor	10830	0724-1	2.89030165	39.49075501	Mapa	141	MDT5
07032000000	1070321	07320	07	Illes Balears	Maó-Mahón	29040	11731.09	131142	07032001001	Maó-Mahón	25617	0647-3	4.26546555	39.88752218	Mapa	35	MDT5
07033000000	1070337	07330	07	Illes Balears	Manacor	43808	26030.5982	109076	07033000601	Manacor	28247	0700-3	3.20952136	39.56889081	Mapa	90	MDT5
07034000000	1070342	07340	07	Illes Balears	Mancor de la Vall	1509	1989.0323	21762	07034000101	Mancor de la Vall	1374	0671-3	2.87100752	39.75000601	Mapa	214	MDT5
07035000000	1070355	07350	07	Illes Balears	Maria de la Salut	2227	3052.2076	31942	07035000101	Maria de la Salut	2091	0699-2	3.07329391	39.66430372	Mapa	107	MDT5
07036000000	1070368	07360	07	Illes Balears	Marratxí	37193	5421.745	33545	07036000101	sa Cabaneta	2856	0698-2	2.750216646	39.62197678	Investigación	138	Investigación
07037000000	1070374	07370	07	Illes Balears	Es Mercadal	5038	13833.7911	152074	07037000201	Es Mercadal	2668	0646-2	4.09305293	39.98840625	Mapa	58	MDT5
07038000000	1070380	07380	07	Illes Balears	Montuïri	2912	4112.6975	34763	07038000101	Montuïri	2308	0699-3	2.98125608	39.56754682	Mapa	163	MDT5
07039000000	1070393	07390	07	Illes Balears	Muro	7085	5860.7682	38224	07039000101	Muro	6182	0671-4	3.05731321	39.73685393	Mapa	72	MDT5
07040000000	1070407	07001	07	Illes Balears	Palma	416065	20862.973	175767	07040001201	Palma	310788	0698-4	2.65181698	39.57114699	Mapa	24	MDT5
07041000000	1070414	07400	07	Illes Balears	Petra	2860	7003.9636	61362	07041000201	Petra	2562	0699-2	3.11229719	39.61130166	Mapa	109	MDT5
07042000000	1070429	07410	07	Illes Balears	Pollença	16283	15165.4414	106652	07042000401	Pollença	7376	0644-4	3.01575353	39.87749578	Mapa	47	MDT5
07043000000	1070435	07420	07	Illes Balears	Porreres	5502	8691.328	45550	07043000101	Porreres	4892	0699-4	3.02406691	39.5149701	Mapa	127	MDT5
07044000000	1070440	07430	07	Illes Balears	Sa Pobla	13475	4858.6157	38273	07044000101	Sa Pobla	12909	0671-2	3.02339911	39.77003222	Mapa	23	MDT5
07045000000	1070453	07440	07	Illes Balears	Puigpunyent	2012	4231.3701	32347	07045000201	Puigpunyent	1564	0698-1	2.5266031	39.62087168	Mapa	217	MDT5
07046000000	1070466	07450	07	Illes Balears	Sant Antoni de Portmany	26306	12679.8946	73388	07046000201	Sant Antoni de Portmany	20741	0798-1	1.30418187	38.98087489	Mapa	9	MDT5
07047000000	1070472	07510	07	Illes Balears	Sencelles	3290	5285.739	42113	07047000501	Sencelles	1351	0699-1	2.89777048	39.64769631	Mapa	116	MDT5
07048000000	1070488	07460	07	Illes Balears	Sant Josep de sa Talaia	27413	15938.3825	128875	07048000502	Sant Josep de sa Talaia	610	0798-1	1.29287595	38.92188093	Mapa	200	MDT5
07049000000	1070491	07470	07	Illes Balears	Sant Joan	2108	3853.5875	36555	07049000101	Sant Joan	1768	0699-2	3.03858511	39.59697822	Mapa	142	MDT5
07050000000	1070504	07480	07	Illes Balears	Sant Joan de Labritja	6397	12165.9265	89430	07050000101	Sant Joan de Labritja	187	0773-3	1.51409527	39.07784991	Mapa	197	MDT5
07051000000	1070511	07490	07	Illes Balears	Sant Llorenç des Cardassar	8431	8208.2701	53958	07051000201	Sant Llorenç des Cardassar	2939	0700-1	3.28575127	39.61076123	Mapa	77	MDT5
07052000000	1070526	07500	07	Illes Balears	Sant Lluís	6798	3468.75	43636	07052001401	Sant Lluís	2900	0647-3	4.25863295	39.84899059	Mapa	58	MDT5
07053000000	1070532	07520	07	Illes Balears	Santa Eugènia	1561	2025.1605	23872	07053000401	Santa Eugènia	974	0699-1	2.83985105	39.62413133	Mapa	129	MDT5
07054000000	1070547	07530	07	Illes Balears	Santa Eulària des Riu	38015	15358.4685	111415	07054000415	Santa Eulària des Riu	11435	0799-1	1.52911819	38.98383613	Mapa	53	MDT5
07055000000	1070550	07540	07	Illes Balears	Santa Margalida	12485	8650.5626	45455	07055000201	Santa Margalida	3624	0671-4	3.10127212	39.70308972	Mapa	92	MDT5
07056000000	1070563	07550	07	Illes Balears	Santa María del Camí	7375	3761.8673	34221	07056000101	Santa María del Camí	5919	0698-2	2.77975044	39.64709883	Mapa	129	MDT5
07057000000	1070579	07560	07	Illes Balears	Santanyí	12237	12486.3057	86642	07057000801	Santanyí	3370	0724-4	3.12944446	39.35450328	Mapa	59	MDT5
07058000000	1070585	07570	07	Illes Balears	Selva	4014	4874.7562	41787	07058000401	Selva	1748	0671-1	2.90186218	39.7553522	Mapa	200	MDT5
07059000000	1070598	07580	07	Illes Balears	ses Salines	4960	3911.8899	41680	07059000301	ses Salines	1875	0724-4	3.05568485	39.33869409	Mapa	42	MDT5
07060000000	1070602	07590	07	Illes Balears	Sineu	3862	4773.6825	33521	07060000101	Sineu	3370	0699-2	3.01060535	39.64286417	Mapa	142	MDT5
07061000000	1070619	07600	07	Illes Balears	Sóller	13705	4279.8259	41261	07061000401	Sóller	7596	0670-2	2.71413767	39.7644573	Mapa	37	MDT5
07062000000	1070624	07610	07	Illes Balears	Son Servera	11568	4256.452	35485	07062000801	Son Servera	4532	0700-2	3.36006337	39.62043877	Mapa	80	MDT5
07063000000	1070630	07620	07	Illes Balears	Valldemossa	1969	4292.5304	38406	07063000401	Valldemossa	1469	0670-3	2.62218352	39.70926921	Mapa	409	MDT5
07064000000	1070645	07630	07	Illes Balears	es Castell	7434	1163.44	20602	07064000201	es Castell	4749	0647-3	4.28966629	39.87832753	Mapa	16	MDT5
07065000000	1070658	07640	07	Illes Balears	Vilafranca de Bonany	3380	2395.7809	23515	07065000101	Vilafranca de Bonany	3221	0699-4	3.08744135	39.56790262	Mapa	96	MDT5
07901000000	1079013	07055	07	Illes Balears	Ariany	868	2313.7771	31323	07901000101	Ariany	753	0699-2	3.11196402	39.65016306	Mapa	115	MDT5
07902000000	1079028	07375	07	Illes Balears	Es Migjorn Gran	1405	3144	31272	07902000101	Es Migjorn Gran	1281	0646-2	4.051704	39.94614691	Mapa	107	MDT5
08001000000	1080018	08003	08	Barcelona	Abrera	12489	1998.4019	23973	08001001401	Abrera	9204	0392-3	1.90221018	41.51794352	Mapa	106	MDT5
08002000000	1080023	08006	08	Barcelona	Aguilar de Segarra	288	4313.9082	39627	08002000101	Aguilar de Segarra	46	0362-3	1.63134	41.73937	Investigación	490	Investigación
08003000000	1080039	08009	08	Barcelona	Alella	9801	970.22	14368	08003000101	Alella	2311	0421-1	2.29439029	41.49387798	Mapa	92	MDT5
08004000000	1080044	08012	08	Barcelona	Alpens	266	1381.1882	22252	08004000101	Alpens	256	0293-2	2.10093622	42.11918767	Mapa	857	MDT5
08005000000	1080057	08015	08	Barcelona	L'Ametlla del Vallès	8462	1420.6	21669	08005000101	L'Ametlla del Vallès	3915	0364-3	2.2625552	41.67042597	Mapa	292	MDT5
08006000000	1080060	08018	08	Barcelona	Arenys de Mar	15776	645.3605	14093	08006000101	Arenys de Mar	14008	0394-3	2.54953867	41.58055665	Mapa	13	MDT5
08007000000	1080076	08021	08	Barcelona	Arenys de Munt	8931	2072.7071	22388	08007000101	Arenys de Munt	7315	0394-1	2.53985948	41.60908914	Mapa	121	MDT5
08008000000	1080082	08024	08	Barcelona	Argençola	217	4725.5163	45709	08008000200	Argençola	82	0390-2	1.44349093	41.59766695	Mapa	741	MDT5
08009000000	1080095	08027	08	Barcelona	Argentona	12452	2534.38	23821	08009000101	Argentona	9063	0393-4	2.40073304	41.55414605	Mapa	87	MDT5
08010000000	1080109	08030	08	Barcelona	Artés	5698	1787.685	24274	08010000101	Artés	5530	0363-1	1.95102866	41.799633	Mapa	339	MDT5
08011000000	1080116	08033	08	Barcelona	Avià	2226	2715.5037	25795	08011000101	Avià	1553	0293-3	1.82510758	42.07523966	Mapa	677	MDT5
08012000000	1080121	08036	08	Barcelona	Avinyó	2275	6280.7048	52544	08012000101	Avinyó	2120	0331-3	1.97121783	41.86339433	Mapa	364	MDT5
08013000000	1080137	08039	08	Barcelona	Avinyonet del Penedès	1701	2931.95	41797	08013000201	Avinyó Nou	559	0419-4	1.77692952	41.36153844	Mapa	276	MDT5
08014000000	1080142	08042	08	Barcelona	Aiguafreda	2504	799.7374	13814	08014000101	Aiguafreda	2490	0364-1	2.25066785	41.76840775	Mapa	405	MDT5
08015000000	1080155	08045	08	Barcelona	Badalona	220440	2094.06	22678	08015000101	Badalona	218791	0421-1	2.24625368	41.45262481	Mapa	23	MDT5
08016000000	1080168	08048	08	Barcelona	Bagà	2138	4310.7944	59902	08016000101	Bagà	1916	0255-1	1.86189664	42.25270053	Mapa	787	MDT5
08017000000	1080174	08051	08	Barcelona	Balenyà	3821	1724.78	24391	08017000201	Els Hostalets de Balenyà	3517	0364-1	2.23355625	41.81419402	Mapa	545	MDT5
08018000000	1080180	08054	08	Barcelona	Balsareny	3159	3672.12	27152	08018000101	Balsareny	2767	0331-3	1.87760063	41.86322949	Mapa	329	MDT5
08019000000	1080193	08001	08	Barcelona	Barcelona	1636762	9910.69	105953	08019000101	Barcelona	1636762	0421-3	2.17634927	41.38424664	Mapa	13	MDT5
08020000000	1080207	08057	08	Barcelona	Begues	7098	5038.8309	32178	08020000104	Begues	2906	0448-1	1.92397654	41.33070635	Mapa	369	MDT5
08021000000	1080214	08060	08	Barcelona	Bellprat	64	3106.0666	25419	08021000101	Bellprat	7	0390-4	1.43413553	41.51706258	Mapa	645	MDT5
08022000000	1080229	08063	08	Barcelona	Berga	16494	2253.9283	25899	08022000101	Berga	14960	0293-1	1.8440247	42.10328874	Mapa	722	MDT5
08023000000	1080235	08066	08	Barcelona	Bigues i Riells	9092	2914.66	29812	08023000401	Bigues	1531	0364-3	2.22171953	41.67774086	Mapa	309	MDT5
08024000000	1080240	08069	08	Barcelona	Borredà	445	4356.2867	53433	08024000101	Borredà	334	0293-2	1.99399235	42.13544837	Mapa	853	MDT5
08025000000	1080253	08072	08	Barcelona	El Bruc	2050	4743.8028	37056	08025000101	El Bruc	1185	0391-4	1.7826575	41.57903397	Mapa	475	MDT5
08026000000	1080266	08075	08	Barcelona	El Brull	263	4118.54	41443	08026000100	El Brull	161	0364-1	2.30594351	41.8171574	Mapa	838	MDT5
08027000000	1080272	08078	08	Barcelona	Les Cabanyes	964	119.68	5504	08027000101	Les Cabanyes	944	0419-4	1.68926987	41.37112957	Mapa	251	MDT5
08028000000	1080288	08081	08	Barcelona	Cabrera d'Anoia	1410	1709.15	25836	08028000501	Canaletes	86	0419-2	1.70296958	41.47829181	Mapa	301	MDT5
08029000000	1080291	08084	08	Barcelona	Cabrera de Mar	4680	902.24	13626	08029000102	Cabrera de Mar	2376	0393-4	2.39258336	41.52804539	Mapa	104	MDT5
08030000000	1080305	08087	08	Barcelona	Cabrils	7439	698.28	12471	08030000101	Cabrils	7439	0393-4	2.36829644	41.52584282	Mapa	150	MDT5
08031000000	1080312	08090	08	Barcelona	Calaf	3535	922.3368	18172	08031000101	Calaf	3347	0362-3	1.5114597	41.73400265	Mapa	688	MDT5
08032000000	1080327	08093	08	Barcelona	Caldes d'Estrac	2982	73.6339	4472	08032000101	Caldes d'Estrac	2982	0394-3	2.52733996	41.56984859	Mapa	7	MDT5
08033000000	1080333	08096	08	Barcelona	Caldes de Montbui	17554	3765.14	34394	08033000101	Caldes de Montbui	13136	0393-1	2.16488078	41.63121718	Mapa	205	MDT5
08034000000	1080348	08099	08	Barcelona	Calders	970	3303.012	32818	08034000101	Calders	829	0363-2	1.99225057	41.78919345	Mapa	553	MDT5
08035000000	1080351	08102	08	Barcelona	Calella	19069	786.414	12811	08035000101	Calella	17796	0394-2	2.65807435	41.61378676	Mapa	5	MDT5
08036000000	1080364	08105	08	Barcelona	Calonge de Segarra	188	3712.8	41602	08036000301	Dusfort	22	0362-1	1.47710318	41.7626169	Mapa	536	MDT5
08037000000	1080370	08108	08	Barcelona	Calldetenes	2489	571.94	11080	08037000101	Calldetenes	2272	0332-1	2.28367149	41.9260391	Mapa	489	MDT5
08038000000	1080386	08111	08	Barcelona	Callús	2140	1239.38	21201	08038000201	Callús	1902	0362-2	1.78419181	41.78274113	Mapa	261	MDT5
08039000000	1080399	08114	08	Barcelona	Campins	529	741.8	12043	08039000101	Campins	438	0364-4	2.46316202	41.72478625	Mapa	313	MDT5
08040000000	1080403	08117	08	Barcelona	Canet de Mar	14526	631.5946	11257	08040000101	Canet de Mar	14422	0394-1	2.58263796	41.58963398	Mapa	17	MDT5
08041000000	1080410	08120	08	Barcelona	Canovelles	16629	676.16	10266	08041000001	Canovelles	0	0393-1	2.27806994	41.62465146	Mapa	181	MDT5
08042000000	1080425	08123	08	Barcelona	Cànoves i Samalús	3117	2861.7526	27989	08042000101	Cànoves	327	0364-4	2.35467704	41.69378551	Mapa	349	MDT5
08043000000	1080431	08126	08	Barcelona	Canyelles	4647	1399.0628	16305	08043000101	Canyelles	1312	0447-2	1.72239127	41.28683284	Mapa	141	MDT5
08044000000	1080446	08129	08	Barcelona	Capellades	5293	292.01	9913	08044000101	Capellades	5293	0391-4	1.6863149	41.53137121	Mapa	317	MDT5
08045000000	1080459	08132	08	Barcelona	Capolat	94	3431.2295	36630	08045000100	Capolat	16	0292-4	1.75302449	42.07824313	Mapa	1279	MDT5
08046000000	1080462	08135	08	Barcelona	Cardedeu	18357	1223.88	21589	08046000101	Cardedeu	18010	0393-2	2.35643981	41.63857345	Mapa	195	MDT5
08047000000	1080478	08138	08	Barcelona	Cardona	4636	6642.52	48312	08047000201	Cardona	3533	0330-4	1.6814463	41.9137431	Mapa	503	MDT5
08048000000	1080484	08141	08	Barcelona	Carme	765	1133.04	20373	08048000101	Carme	719	0391-3	1.62095444	41.5312096	Mapa	331	MDT5
08049000000	1080497	08144	08	Barcelona	Casserres	1608	2937.5552	33017	08049000201	Casserres	1194	0293-3	1.84259328	42.01371433	Mapa	618	MDT5
08050000000	1080500	08153	08	Barcelona	Castellar del Riu	169	3289.3448	31041	08050000300	Llinars	26	0292-2	1.76309557	42.1205015	Mapa	1277	Mapa
08051000000	1080517	08156	08	Barcelona	Castellar del Vallès	24187	4516.9547	31344	08051000401	Castellar del Vallès	19103	0392-2	2.08580516	41.61807776	Mapa	332	MDT5
08052000000	1080522	08150	08	Barcelona	Castellar de n'Hug	159	4683.4367	34941	08052000101	Castellar de n'Hug	159	0255-2	2.01715654	42.2828734	Mapa	1397	MDT5
08053000000	1080538	08159	08	Barcelona	Castellbell i el Vilar	3647	2851.5389	33253	08053000201	el Borràs	1846	0392-1	1.861576895	41.62899055	Mapa	140	MDT5
08054000000	1080543	08162	08	Barcelona	Castellbisbal	12390	3098.35	30385	08054000101	Castellbisbal	7770	0420-2	1.98046176	41.47486094	Mapa	152	MDT5
08055000000	1080556	08165	08	Barcelona	Castellcir	752	3396.1974	38444	08055000101	Castellcir	611	0364-1	2.14845292	41.75917575	Mapa	772	MDT5
08056000000	1080569	08168	08	Barcelona	Castelldefels	67004	1281.2345	15224	08056000101	Castelldefels	67004	0448-1	1.97680641	41.27877343	Mapa	3	MDT5
08057000000	1080575	08147	08	Barcelona	Castell de l'Areny	68	2480.7051	24949	08057000100	Castell de l'Areny	68	0255-3	1.94534683	42.17342443	Mapa	954	MDT5
08058000000	1080581	08171	08	Barcelona	Castellet i la Gornal	2292	4718.8062	50150	08058000401	la Gornal	252	0447-1	1.59139642	41.25426298	Mapa	105	MDT5
08059000000	1080594	08177	08	Barcelona	Castellfollit del Boix	436	5938.53	48605	08059000101	Castellfollit del Boix	103	0362-4	1.6851867	41.66502174	Mapa	702	MDT5
08060000000	1080608	08174	08	Barcelona	Castellfollit de Riubregós	151	2628.87	25948	08060000101	Castellfollit de Riubregós	113	0361-2	1.43806257	41.77617894	Mapa	480	MDT5
08061000000	1080615	08180	08	Barcelona	Castellgalí	2062	1728.6945	22810	08061000501	Castellgalí	477	0363-3	1.8396602	41.67613293	Mapa	268	MDT5
08062000000	1080620	08183	08	Barcelona	Castellnou de Bages	1397	2913.74	28137	08062000101	Castellnou de Bages	2	0363-1	1.83745179	41.83408104	Mapa	484	MDT5
08063000000	1080636	08186	08	Barcelona	Castellolí	619	2535.23	22937	08063000101	Castellolí	398	0391-2	1.70053944	41.59858126	Mapa	393	MDT5
08064000000	1080641	08189	08	Barcelona	Castellterçol	2463	3175.8714	34522	08064000101	Castellterçol	2386	0363-2	2.12121675	41.75134192	Mapa	726	MDT5
08065000000	1080654	08192	08	Barcelona	Castellví de la Marca	1535	2870.0326	22635	08065001001	La Múnia	818	0447-1	1.61932606	41.32614749	Mapa	192	MDT5
08066000000	1080667	08195	08	Barcelona	Castellví de Rosanes	1884	1637.6185	20084	08066000201	Castellví de Rosanes	565	0420-1	1.89891728	41.44913218	Mapa	183	MDT5
08067000000	1080673	08198	08	Barcelona	Centelles	7404	1535.05	20755	08067000101	Centelles	7057	0364-1	2.21940816	41.79843592	Mapa	519	MDT5
08068000000	1080689	08201	08	Barcelona	Cervelló	9054	2420.5388	35014	08068000101	Cervelló	4166	0420-3	1.95331219	41.39575781	Mapa	124	MDT5
08069000000	1080692	08204	08	Barcelona	Collbató	4466	1806.7	22344	08069000201	Collbató	927	0392-3	1.82790997	41.57016377	Mapa	386	MDT5
08070000000	1080706	08207	08	Barcelona	Collsuspina	342	1513.8	20563	08070000201	Collsuspina	137	0364-1	2.17489732	41.82557802	Mapa	902	MDT5
08071000000	1080713	08210	08	Barcelona	Copons	310	1869.67	29659	08071000101	Copons	254	0391-1	1.51885626	41.63650072	Mapa	430	MDT5
08072000000	1080728	08213	08	Barcelona	Corbera de Llobregat	14822	1830.6218	24832	08072000503	Corbera de Llobregat	7186	0420-3	1.92914739	41.41481133	Mapa	242	MDT5
08073000000	1080734	08216	08	Barcelona	Cornellà de Llobregat	88592	681.9648	13578	08073000301	Cornellà de Llobregat	75813	0420-4	2.07013202	41.35546934	Mapa	27	MDT5
